namespace,term_local_name,label,definition,usage,notes,examples,rdf_type,class_name,is_required,is_repeatable,compound_name,namespace_iri,term_iri,term_ns_name,datatype,enum
ods:,ods:tombstoneText,Tombstone Text,A reason why the Digital Object was tombstoned,,,This is a duplicate of XXX| This object was made by mistake,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:TombstoneMetadata,True,False,TombstoneMetadata.tombstoneText,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/tombstoneText,ods:tombstoneText,string,
ods:,ods:hasAgents,Has Agents,"The agent(s) who tombstoned the Digital Object, contains an ods:Agent object",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:TombstoneMetadata,True,False,TombstoneMetadata.hasAgents,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/hasAgents,ods:hasAgents,array<ods:Agent>,
ods:,ods:hasRelatedPIDs,Has Related Pi Ds,The PIDs of the object the tombstoned object is related to,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:TombstoneMetadata,False,False,TombstoneMetadata.hasRelatedPIDs,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/hasRelatedPIDs,ods:hasRelatedPIDs,array<ods:RelatedPID>,
ods:,RelatedPID,Related PID,Indicates to which other Digital Object the tombstoned record is related to. This can be used when a digital object has been split or merged into other Digital Objects.,,,,http://www.w3.org/2000/01/rdf-schema#Class,ods:RelatedPID,False,True,RelatedPID,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/RelatedPID,ods:RelatedPID,,
dcterms:,dcterms:identifier,Identifier,"The PID of the related object, used in cases of `ods:Annotation`, `ods:DigitalMedia` and `ods:DigitalSpecimen`",,,https://doi.org/10.3535/XXX-XXX-XXX,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:RelatedPID,False,False,RelatedPID.identifier,http://purl.org/dc/terms/,http://purl.org/dc/terms/identifier,dcterms:identifier,string,
schema:,schema:identifier,Identifier,"The PID of the related object, used in cases of `ods:DataMapping`, `ods:SourceSystem` and `ods:MachineAnnotationService`",,,https://hdl.handle.net/20.5000.1025/XXX-XXX-XXX,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:RelatedPID,False,False,RelatedPID.identifier,http://schema.org/,http://schema.org/identifier,schema:identifier,string,
ods:,ods:relationshipType,Relationship Type,The type of relationship between the tombstoned object and the related object,,,RelatedTo| IsDuplicateOf| IsReplacedWith,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:RelatedPID,False,False,RelatedPID.relationshipType,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/relationshipType,ods:relationshipType,string,
ods:,Agent,Agent,"A generic agent class, containing information about the actor who performed an activity. This could be a person, an organization or a machine.",,,,http://www.w3.org/2000/01/rdf-schema#Class,ods:Agent,True,True,Agent,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/Agent,ods:Agent,,
schema:,schema:identifier,Identifier,The primary unique identifier of the Agent object. All identifiers will also be added to the ods:hasIdentifiers array,,,http://www.wikidata.org/entity/Q66581882| https://orcid.org/0000-0002-1825-0097| https://hdl.handle.net/20.5000.1025/XXX-XXX-XXX,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Agent,False,False,Agent.identifier,http://schema.org/,http://schema.org/identifier,schema:identifier,string,
schema:,schema:name,Name,Full name of the agent,,,John Smith| Sam Leeflang,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Agent,False,False,Agent.name,http://schema.org/,http://schema.org/name,schema:name,string,
ods:,ods:hasRoles,Has Roles,Contains all roles associated with the agent in the context of the Digital Object. Should always contain at least one role,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Agent,False,False,Agent.hasRoles,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/hasRoles,ods:hasRoles,array<ods:Role>,
ods:,Role,Role,A role is a named entity that can be assigned to an agent. It is used to describe the function of an agent in a specific context.,,,,http://www.w3.org/2000/01/rdf-schema#Class,ods:Role,False,True,Role,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/Role,ods:Role,,
schema:,schema:roleName,Role Name,The category that best matches the nature of a role of an Agent,,,collector| preparer| identifier| recorder,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Role,False,False,Role.roleName,http://schema.org/,http://schema.org/roleName,schema:roleName,string,
schema:,schema:startDate,Start Date,Date the agent began the role,,,2023-10-02T12:31:34.806Z,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Role,False,False,Role.startDate,http://schema.org/,http://schema.org/startDate,schema:startDate,string,
schema:,schema:endDate,End Date,Date the agent ended the role,,,2023-09-02T12:31:34.806Z,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Role,False,False,Role.endDate,http://schema.org/,http://schema.org/endDate,schema:endDate,string,
schema:,schema:position,Position,Can be used to indicate the order of importance when there are multiple agents with the same role. Lower order means higher importance.,,,1| 2| 3,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Role,False,False,Role.position,http://schema.org/,http://schema.org/position,schema:position,integer,
schema:,schema:email,Email,Email of the agent,,,dissco@dissco.eu,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Agent,False,False,Agent.email,http://schema.org/,http://schema.org/email,schema:email,string,
schema:,schema:url,URL,URL to a website of the agent,,,https://dissco.eu,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Agent,False,False,Agent.url,http://schema.org/,http://schema.org/url,schema:url,string,
ods:,ods:hasIdentifiers,Has Identifiers,Contains all identifiers associated with the agent,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Agent,False,False,Agent.hasIdentifiers,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/hasIdentifiers,ods:hasIdentifiers,array<ods:Identifier>,
ods:,Identifier,Identifier,A generic class indicating to which cross-section of the Digital Objects this object applies to.,,,,http://www.w3.org/2000/01/rdf-schema#Class,ods:Identifier,True,True,Identifier,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/Identifier,ods:Identifier,,
ods:,ods:predicateType,Predicate Type,"The type of the filter, which can be one of the following: equals, and, or, not. This is used to indicate how the filter should be applied to the Digital Object.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Identifier,True,False,Identifier.predicateType,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/predicateType,ods:predicateType,,equals| and| or| not| in
ods:,ods:predicateKey,Predicate Key,The propertyName of the Digital Object to filter on. This should be the full path,,,$[ods:id]| $['ods:topicDiscipline']| $['ods:hasEvents'][*]['dwc:year'],http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Identifier,False,False,Identifier.predicateKey,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/predicateKey,ods:predicateKey,string,
ods:,ods:predicateValue,Predicate Value,Contains a single value that the Digital Object property should match.,,,https://doi.org/10.3535/DY5-8NC-L2A| Zoology,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Identifier,False,False,Identifier.predicateValue,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/predicateValue,ods:predicateValue,"['string', 'number', 'boolean']",
ods:,ods:predicateValues,Predicate Values,Contains a list of values that the Digital Object property should match. This is together with the predicateType 'in'.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Identifier,False,False,Identifier.predicateValues,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/predicateValues,ods:predicateValues,array<string|number|boolean>,
ods:,ods:hasPredicates,Has Predicates,A list of sub-filters that can be used to filter on multiple properties or values. This is used to create more complex filters.,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Identifier,False,False,Identifier.hasPredicates,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/hasPredicates,ods:hasPredicates,array<ods:Predicate>,
ods:,Predicate,Predicate,Descripes a predicate that can be used to filter the target Digital Objects this object applies to.,,,,http://www.w3.org/2000/01/rdf-schema#Class,ods:Predicate,False,True,Predicate,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/Predicate,ods:Predicate,,
ods:,ods:predicateType,Predicate Type,"The type of the filter, which can be one of the following: equals, and, or, not. This is used to indicate how the filter should be applied to the Digital Object.",,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Predicate,False,False,Predicate.predicateType,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/predicateType,ods:predicateType,string,equals| and| or| not| in
ods:,ods:predicateKey,Predicate Key,The propertyName of the Digital Object to filter on. This should be the full path,,,$[ods:id]| $['ods:topicDiscipline'],http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Predicate,False,False,Predicate.predicateKey,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/predicateKey,ods:predicateKey,string,
ods:,ods:predicateValue,Predicate Value,A list of values that,,,https://doi.org/10.3535/DY5-8NC-L2A| Zoology,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Predicate,False,False,Predicate.predicateValue,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/predicateValue,ods:predicateValue,"['string', 'number', 'boolean']",
ods:,ods:predicateValues,Predicate Values,,,,,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ods:Predicate,False,False,Predicate.predicateValues,http://rs.dissco.eu/opends/terms/,http://rs.dissco.eu/opends/terms/predicateValues,ods:predicateValues,array<string|number|boolean>,
